"KO","STN","Pvalue","30L1","30L2","30L3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef","30L1_log","30L2_log","30L3_log","30R1_log","30R2_log","30R3_log","mean_control","mean_treatment","mean_control_log","mean_treatment_log","log_fc","log_pval","Expression"
"K01714",-1.30229346409864,0.00891830065359477,3.9422,0,3.9043,8.6608,12.226,9.9412,"4-hydroxy-tetrahydrodipicolinate synthase","4-hydroxy-tetrahydrodipicolinate synthase","4-hydroxy-tetrahydrodipicolinate synthase","dapA","GO:0009089;GO:0019877;GO:0008840;GO:0005737;GO:0016829","lysine biosynthetic process via diaminopimelate;diaminopimelate biosynthetic process;4-hydroxy-tetrahydrodipicolinate synthase activity;cytoplasm;lyase activity","4-hydroxy-tetrahydrodipicolinate synthase ",2.30515339455375,0,2.2940472325512,3.27214266196418,3.72530490157444,3.45169907242434,10.276,2.6155,3.48304887865432,1.53306687570165,-1.94998200295267,2.04971789081168,"Downregulated"
"K01733",-2.13814036076474,0.00136111111111111,2.9566,2.4158,1.9521,17.322,13.973,12.15,"Threonine synthase","MAG: threonine synthase","","","GO:0009088;GO:0004795;GO:0030170;GO:0006520","threonine biosynthetic process;threonine synthase activity;pyridoxal phosphate binding;amino acid metabolic process","threonine synthase ",1.98426122068444,1.77222350556285,1.56174159235378,4.19550508918433,3.90429140456056,3.71699089440494,14.4816666666667,2.4415,3.93892912938328,1.77274210620036,-2.16618702318292,2.86610642073877,"Downregulated"
"K01756",-2.78027405494413,0.000426470588235294,2.9566,0,0,18.284,19.213,17.673,"Adenylosuccinate lyase","adenylosuccinate lyase","","","GO:0009152;GO:0004018;GO:0003824","purine ribonucleotide biosynthetic process;N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity;catalytic activity","adenylosuccinate lyase ",1.98426122068444,0,0,4.26933242973416,4.33721155633391,4.2228818241349,18.39,0.985533333333333,4.27647527006766,0.661420406894813,-3.61505486317284,3.37011091480728,"Downregulated"
"K01772",2.17580293815749,0.00121405228758165,32.523,24.158,38.067,11.548,13.099,16.569,"Ferrochelatase","ferrochelatase","","","GO:0006783;GO:0004325","heme biosynthetic process;ferrochelatase activity","protoporphyrin/coproporphyrin ferrochelatase ",5.06707935763152,4.65294533090546,5.28787856844586,3.64938552918152,3.81752093508571,4.13496017262534,13.7386666666667,31.5826666666667,3.86728887896419,5.00263441899428,1.13534554003009,2.915762608385,"Upregulated"
"K01784",-1.78516651263527,0.00298529411764706,0,0,4.8803,10.585,16.593,11.046,"UDP-glucose 4-epimerase","NAD-dependent epimerase/dehydratase family protein","","","","","UDP-glucose 4-epimerase ",0,0,2.55588976007382,3.5341861390901,4.13692961044789,3.59048225892091,12.7413333333333,1.62676666666667,3.75386600281963,0.851963253357939,-2.90190274946169,2.52501287479302,"Downregulated"
"K01791",-2.3399187888373,0.000790849673202614,0,0,4.8803,15.397,16.593,17.673,"UDP-N-acetylglucosamine 2-epimerase","MAG: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)","","","GO:0008761","UDP-N-acetylglucosamine 2-epimerase activity","UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) ",0,0,2.55588976007382,4.03535997796045,4.13692961044789,4.2228818241349,16.5543333333333,1.62676666666667,4.13172380418108,0.851963253357939,-3.27976055082314,3.10190606050115,"Downregulated"
"K01803",-2.02167904940016,0.0015,0,0,0,14.435,14.846,7.732,"Triosephosphate isomerase","triose-phosphate isomerase","","","GO:0006096;GO:0004807","glycolytic process;triose-phosphate isomerase activity","triosephosphate isomerase (TIM) ",0,0,0,3.9481335778404,3.98604680222616,3.1263121303287,12.3376666666667,0,3.68683083679842,0,-3.68683083679842,2.82390874094432,"Downregulated"
"K01835",-2.80908577874011,0.000415032679738562,0,0,0,18.284,19.213,15.464,"Phosphoglucomutase","alpha-D-glucose phosphate-specific phosphoglucomutase","","","GO:0005975;GO:0000287;GO:0004614;GO:0071704;GO:0016868","carbohydrate metabolic process;magnesium ion binding;phosphoglucomutase activity;organic substance metabolic process;intramolecular transferase activity, phosphotransferases","phosphoglucomutase ",0,0,0,4.26933242973416,4.33721155633391,4.04124298223188,17.6536666666667,0,4.21592898943332,0,-4.21592898943332,3.38191770552562,"Downregulated"
"K01868",-1.63632791355063,0.00427614379084967,0,0,0,9.6231,11.353,8.8366,"Threonine--tRNA ligase","threonine--tRNA ligase","","","GO:0006435;GO:0004829;GO:0005524;GO:0005737;GO:0006418;GO:0043039;GO:0000166;GO:0004812","threonyl-tRNA aminoacylation;threonine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","threonyl-tRNA synthetase ",0,0,0,3.40913292524873,3.62678954637581,3.29815973723413,9.93756666666667,0,3.44469406961956,0,-3.44469406961956,2.36894769950568,"Downregulated"
"K01869",-2.13288640191078,0.00136111111111111,0,0,0,16.359,13.973,8.8366,"Leucine--tRNA ligase","leucine--tRNA ligase","Leucine--tRNA ligase","leuS","GO:0006429;GO:0106074;GO:0002161;GO:0004823;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","leucyl-tRNA aminoacylation;aminoacyl-tRNA metabolism involved in translational fidelity;aminoacyl-tRNA editing activity;leucine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","leucyl-tRNA synthetase ",0,0,0,4.11761193572305,3.90429140456056,3.29815973723413,13.0562,0,3.77335435917258,0,-3.77335435917258,2.86610642073877,"Downregulated"
"K01873",-1.85951677465778,0.00215032679738562,0,0,0,14.435,13.973,5.5229,"Valine--tRNA ligase","MAG: valine--tRNA ligase","","","GO:0006438;GO:0002161;GO:0004832;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","valyl-tRNA aminoacylation;aminoacyl-tRNA editing activity;valine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","valyl-tRNA synthetase ",0,0,0,3.9481335778404,3.90429140456056,2.70551351130368,11.3103,0,3.51931283123488,0,-3.51931283123488,2.66749553286762,"Downregulated"
"K01876",-3.03057717501635,0.000400326797385621,0,0,0,25.02,18.339,14.359,"Aspartate--tRNA ligase","aspartate--tRNA ligase","","","GO:0006418;GO:0003676;GO:0004812;GO:0005524;GO:0005737;GO:0000166;GO:0016874","tRNA aminoacylation for protein translation;nucleic acid binding;aminoacyl-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding;ligase activity","aspartyl-tRNA synthetase ",0,0,0,4.70154905694307,4.27344129133912,3.94101238243044,19.2393333333333,0,4.30533424357088,0,-4.30533424357088,3.39758533778103,"Downregulated"
"K01879",-4.31645700941109,3.26797385620915e-05,2.9566,0,0,31.756,30.565,28.719,"Glycine--tRNA ligase beta subunit","glycine--tRNA ligase subunit beta","","","GO:0006426;GO:0004820;GO:0005524;GO:0005737;GO:0000166","glycyl-tRNA aminoacylation;glycine-tRNA ligase activity;ATP binding;cytoplasm;nucleotide binding","glycyl-tRNA synthetase beta chain ",1.98426122068444,0,0,5.0336872878706,4.98025384598826,4.8933136670454,30.3466666666667,0.985533333333333,4.96908493363475,0.661420406894813,-4.30766452673994,4.48572142648158,"Downregulated"
"K01885",-1.67649823833292,0.00408660130718954,0,0,0,10.585,12.226,7.732,"Glutamate--tRNA ligase","glutamate--tRNA ligase","","","GO:0006424;GO:0000049;GO:0004818;GO:0005524;GO:0008270;GO:0006418;GO:0043039;GO:0000166;GO:0004812","glutamyl-tRNA aminoacylation;tRNA binding;glutamate-tRNA ligase activity;ATP binding;zinc ion binding;tRNA aminoacylation for protein translation;tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity","glutamyl-tRNA synthetase ",0,0,0,3.5341861390901,3.72530490157444,3.1263121303287,10.181,0,3.46193439033108,0,-3.46193439033108,2.38863773041506,"Downregulated"
"K01895",-4.16349114227294,3.26797385620915e-05,2.9566,0,2.9282,35.605,30.565,24.301,"Acetyl-coenzyme A synthetase","acetate--CoA ligase","Acetyl-coenzyme A synthetase","acs","GO:0019427;GO:0003987;GO:0005524;GO:0016208;GO:0046872","acetyl-CoA biosynthetic process from acetate;acetate-CoA ligase activity;ATP binding;AMP binding;metal ion binding","acetyl-CoA synthetase ",1.98426122068444,0,1.97386838476023,5.19396881942197,4.98025384598826,4.66112250219943,30.157,1.9616,4.94511505586989,1.31937653514822,-3.62573852072167,4.48572142648158,"Downregulated"
"K01897",-1.69410364365222,0.00385947712418301,0,0,0,11.548,10.48,8.8366,"Long-chain-fatty-acid--CoA ligase FadD15","AMP-binding protein","","","","","long-chain acyl-CoA synthetase ",0,0,0,3.64938552918152,3.52105073690096,3.29815973723413,10.2882,0,3.48953200110554,0,-3.48953200110554,2.41347152886806,"Downregulated"
"K01921",-1.26954793434186,0.0097843137254902,0,0,0,8.6608,6.9864,7.732,"D-alanine--D-alanine ligase","D-alanine--D-alanine ligase","D-alanine--D-alanine ligase","ddl","GO:0008360;GO:0009252;GO:0071555;GO:0005524;GO:0008716;GO:0046872;GO:0005737","regulation of cell shape;peptidoglycan biosynthetic process;cell wall organization;ATP binding;D-alanine-D-alanine ligase activity;metal ion binding;cytoplasm","D-alanine-D-alanine ligase ",0,0,0,3.27214266196418,2.99754533137048,3.1263121303287,7.79306666666667,0,3.13200004122112,0,-3.13200004122112,2.00946963047455,"Downregulated"
"K01939",-2.97796984957485,0.000400326797385621,0,0,0,22.133,20.086,14.359,"Adenylosuccinate synthetase","adenylosuccinate synthase","","","GO:0006164;GO:0004019;GO:0005525;GO:0000166","purine nucleotide biosynthetic process;adenylosuccinate synthase activity;GTP binding;nucleotide binding","adenylosuccinate synthase ",0,0,0,4.53188046870699,4.39821353769628,3.94101238243044,18.8593333333333,0,4.2903687962779,0,-4.2903687962779,3.39758533778103,"Downregulated"
"K01940",-4.03852704070949,3.26797385620915e-05,0,0,0,28.869,25.326,26.51,"Argininosuccinate synthase","argininosuccinate synthase","","","GO:0006526;GO:0004055;GO:0005524","arginine biosynthetic process;argininosuccinate synthase activity;ATP binding","argininosuccinate synthase ",0,0,0,4.90057703259663,4.71841642832791,4.78188423454149,26.9016666666667,0,4.80029256515534,0,-4.80029256515534,4.48572142648158,"Downregulated"
"K01945",-2.1619779878411,0.00125816993464052,0,0,0,12.51,13.973,13.255,"Phosphoribosylamine--glycine ligase","phosphoribosylamine--glycine ligase","","","GO:0009113;GO:0004637;GO:0005524;GO:0046872","purine nucleobase biosynthetic process;phosphoribosylamine-glycine ligase activity;ATP binding;metal ion binding","phosphoribosylamine---glycine ligase ",0,0,0,3.75595576955096,3.90429140456056,3.83339613416323,13.246,0,3.83121443609158,0,-3.83121443609158,2.90026069697308,"Downregulated"
"K01955",-2.48844800758077,0.000506535947712418,0,0,0,20.208,18.339,7.732,"Carbamoyl-phosphate synthase large chain","carbamoyl-phosphate synthase large subunit","","","GO:0006807;GO:0005524;GO:0046872","nitrogen compound metabolic process;ATP binding;metal ion binding","carbamoyl-phosphate synthase large subunit ",0,0,0,4.40653667020517,4.27344129133912,3.1263121303287,15.4263333333333,0,3.93543003062433,0,-3.93543003062433,3.29538972831129,"Downregulated"
"K01961",-1.94250044916006,0.00162418300653595,0,0,0,12.51,17.466,5.5229,"Biotin carboxylase","acetyl-CoA carboxylase biotin carboxylase subunit","","","GO:0005524;GO:0016874;GO:0046872","ATP binding;ligase activity;metal ion binding","acetyl-CoA carboxylase, biotin carboxylase subunit ",0,0,0,3.75595576955096,4.20679948664706,2.70551351130368,11.8329666666667,0,3.55608958916724,0,-3.55608958916724,2.78936503774825,"Downregulated"
"K01990",-1.70671263362963,0.00383006535947712,0,0,0,11.548,9.6063,9.9412,"Daunorubicin/doxorubicin resistance ATP-binding protein DrrA","ATP-binding cassette domain-containing protein","ATP-binding cassette domain-containing protein","","GO:0005524","ATP binding","ABC-2 type transport system ATP-binding protein",0,0,0,3.64938552918152,3.40684955579444,3.45169907242434,10.3651666666667,0,3.50264471913343,0,-3.50264471913343,2.41679381479951,"Downregulated"
"K02012",18.0230445392337,1e-06,276.94,231.92,293.8,23.095,22.706,24.301,"Iron deficiency-induced protein A","extracellular solute-binding protein","","","","","iron(III) transport system substrate-binding protein",8.11862966608686,7.8636907136601,8.20359271420771,4.59066189596526,4.56718034703674,4.66112250219943,23.3673333333333,267.553333333333,4.60632158173381,8.06197103131822,3.45564944958441,6,"Upregulated"
"K02094",-2.00108206005712,0.00154248366013072,6.8988,0,0,14.435,13.973,17.673,"Phycobilisome 7.8 kDa linker polypeptide, allophycocyanin-associated, core","phycobilisome linker polypeptide","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core linker protein",2.98163349309373,0,0,3.9481335778404,3.90429140456056,4.2228818241349,15.3603333333333,2.2996,4.02510226884529,0.993877831031242,-3.03122443781404,2.81177942784749,"Downregulated"
"K02095",-3.02555004790393,0.000400326797385621,9.8554,6.0396,11.713,33.681,34.059,30.928,"Allophycocyanin alpha-B chain","allophycocyanin","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","allophycocyanin-B",3.44034098227608,2.81549345522461,3.66823261102206,5.11607359305037,5.13171294108133,4.99675027884918,32.8893333333333,9.20266666666667,5.08151227099363,3.30802234950758,-1.77348992148605,3.39758533778103,"Downregulated"
"K02097",-2.40587359536764,0.000593137254901961,9.8554,0,0,21.171,20.086,18.778,"Phycobiliprotein beta chain","allophycocyanin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycobilisome core component",3.44034098227608,0,0,4.47060193782622,4.39821353769628,4.30582463948966,20.0116666666667,3.28513333333333,4.39154670500405,1.14678032742536,-3.24476637757869,3.22684479710945,"Downregulated"
"K02109",4.38036515956668,5.39215686274908e-05,65.046,78.514,60.516,25.982,20.959,23.196,"ATP synthase subunit b;ATP synthase subunit b'","F0F1 ATP synthase subunit B;MULTISPECIES: F0F1 ATP synthase subunit B'",";ATP synthase subunit b'  sector subunit b')",";atpG","GO:0015986;GO:0015078;GO:0045263;GO:1902600;GO:0046933;GO:0031676;GO:0016021","proton motive force-driven ATP synthesis;proton transmembrane transporter activity;proton-transporting ATP synthase complex, coupling factor F(o);proton transmembrane transport;proton-transporting ATP synthase activity, rotational mechanism;plasma membrane-derived thylakoid membrane;integral component of membrane","F-type H+-transporting ATPase subunit b",6.04539928384001,6.31313699242102,5.94288979181879,4.75392538472808,4.45674045123912,4.59669666068723,23.379,68.0253333333333,4.60245416555148,6.10047535602661,1.49802119047513,4.26823748226735,"Upregulated"
"K02285",6.10213623333816,1e-06,171.48,161.86,168.86,79.871,74.23,86.157,"R-phycocyanin-2 beta chain","MULTISPECIES: phycocyanin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycocyanin beta chain",7.43028527297778,7.34748849721179,7.40820234485218,6.33755054591366,6.23323618525269,6.44554463370454,80.086,167.4,6.33877712162363,7.39532537168058,1.05654825005695,6,"Upregulated"
"K02338",-2.7678075446606,0.000426470588235294,0,0,0,18.284,18.339,15.464,"Beta sliding clamp","DNA polymerase III subunit beta","","","GO:0006260;GO:0003677;GO:0003887;GO:0008408;GO:0009360","DNA replication;DNA binding;DNA-directed DNA polymerase activity;3'-5' exonuclease activity;DNA polymerase III complex","DNA polymerase III subunit beta ",0,0,0,4.26933242973416,4.27344129133912,4.04124298223188,17.3623333333333,0,4.19467223443505,0,-4.19467223443505,3.37011091480728,"Downregulated"
"K02434",-2.13525013619346,0.00136111111111111,9.8554,8.4554,10.737,26.945,27.072,23.196,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB","","","GO:0016884;GO:0003824;GO:0016874","carbon-nitrogen ligase activity, with glutamine as amido-N-donor;catalytic activity;ligase activity","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B ",3.44034098227608,3.24113849104758,3.55299179479964,4.80451826988807,4.81105994774008,4.59669666068723,25.7376666666667,9.6826,4.73742495943846,3.41149042270776,-1.32593453673069,2.86610642073877,"Downregulated"
"K02469",-5.18847372423035,3.26797385620915e-05,6.8988,4.8317,4.8803,46.1908,50.651,43.0787,"DNA gyrase subunit A","DNA topoisomerase 4 subunit A;DNA gyrase subunit A","DNA topoisomerase;","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0006259;GO:0003916;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;DNA metabolic process;DNA topoisomerase activity;chromosome","DNA gyrase subunit A ",2.98163349309373,2.54391650504816,2.55588976007382,5.56043372379483,5.69072437584749,5.46200977044775,46.6401666666667,5.53693333333333,5.57105595669669,2.69381325273857,-2.87724270395813,4.48572142648158,"Downregulated"
"K02470",-3.44036021850409,0.000292483660130719,0,0,0,28.869,23.579,14.359,"DNA gyrase subunit B","DNA topoisomerase (ATP-hydrolyzing) subunit B","","","GO:0006265;GO:0003677;GO:0003918;GO:0005524;GO:0005694","DNA topological change;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity;ATP binding;chromosome","DNA gyrase subunit B ",0,0,0,4.90057703259663,4.61935431554551,3.94101238243044,22.269,0,4.48698124352419,0,-4.48698124352419,3.53389839116567,"Downregulated"
"K02502",-1.43593091462042,0.00669934640522876,2.9566,0,0,10.585,12.226,5.5229,"ATP phosphoribosyltransferase regulatory subunit","ATP phosphoribosyltransferase regulatory subunit","","","GO:0000105;GO:0005737","histidine biosynthetic process;cytoplasm","ATP phosphoribosyltransferase regulatory subunit",1.98426122068444,0,0,3.5341861390901,3.72530490157444,2.70551351130368,9.44463333333333,0.985533333333333,3.32166818398941,0.661420406894813,-2.6602477770946,2.17396756542583,"Downregulated"
"K02518",-1.8088929234587,0.00275980392156863,0,0,0,10.585,11.353,11.046,"Translation initiation factor IF-1","MULTISPECIES: translation initiation factor IF-1","Translation initiation factor IF-1","infA","GO:0006413;GO:0003723;GO:0003743","translational initiation;RNA binding;translation initiation factor activity","translation initiation factor IF-1",0,0,0,3.5341861390901,3.62678954637581,3.59048225892091,10.9946666666667,0,3.5838193147956,0,-3.5838193147956,2.55912177257455,"Downregulated"
"K02519",-4.14132533279221,3.26797385620915e-05,0,0,0,32.718,30.565,19.882,"Translation initiation factor IF-2","translation initiation factor IF-2","","","GO:0006413;GO:0003743;GO:0003924;GO:0005525","translational initiation;translation initiation factor activity;GTPase activity;GTP binding","translation initiation factor IF-2",0,0,0,5.07544705952874,4.98025384598826,4.38418798935749,27.7216666666667,0,4.8132962982915,0,-4.8132962982915,4.48572142648158,"Downregulated"
"K02520",-3.58240189605512,0.000178104575163399,9.8554,7.2475,7.8086,39.455,34.932,35.346,"Translation initiation factor IF-3","translation initiation factor IF-3","","","GO:0006413;GO:0003743","translational initiation;translation initiation factor activity","translation initiation factor IF-3",3.44034098227608,3.04395687279021,3.13891274178409,5.33824611718203,5.16719733386726,5.18372469430874,36.5776666666667,8.30383333333333,5.22972271511935,3.20773686561679,-2.02198584950255,3.74932492420494,"Downregulated"
"K02634",-1.372722124335,0.00778104575163399,6.8988,0,2.9282,9.6231,12.226,13.255,"Cytochrome f","apocytochrome f","Cytochrome f","petA","GO:0015979;GO:0022900;GO:0005506;GO:0009055;GO:0020037;GO:0031676;GO:0031361","photosynthesis;electron transport chain;iron ion binding;electron transfer activity;heme binding;plasma membrane-derived thylakoid membrane;obsolete integral component of thylakoid membrane;integral component of thylakoid membrane","apocytochrome f",2.98163349309373,0,1.97386838476023,3.40913292524873,3.72530490157444,3.83339613416323,11.7013666666667,3.27566666666667,3.65594465366213,1.65183395928465,-2.00411069437748,2.1089620310767,"Downregulated"
"K02635",1.43205249834802,0.00645588235294126,17.74,19.327,18.545,7.6985,6.9864,11.046,"Cytochrome b6","MULTISPECIES: cytochrome b6","Cytochrome b6","petB","GO:0015979;GO:0022904;GO:0045158;GO:0046872;GO:0031676;GO:0009055;GO:0016491;GO:0016020;GO:0016021","photosynthesis;respiratory electron transport chain;electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;metal ion binding;plasma membrane-derived thylakoid membrane;electron transfer activity;oxidoreductase activity;membrane;integral component of membrane","cytochrome b6",4.22804904788446,4.34532540281514,4.28872767951457,3.12076663899146,2.99754533137048,3.59048225892091,8.57696666666667,18.5373333333333,3.23626474309428,4.28736737673806,1.05110263364377,2.19004439246411,"Upregulated"
"K02637",2.74589854980273,0.000450980392156852,28.581,24.158,20.497,5.7738,0,8.8366,"Cytochrome b6-f complex subunit 4","MULTISPECIES: cytochrome b6-f complex subunit IV","Cytochrome b6-f complex subunit 4","petD","GO:0009767;GO:0045156;GO:0045158;GO:0031676;GO:0009055;GO:0016491;GO:0016020;GO:0042651;GO:0016021","photosynthetic electron transport chain;electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity;electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;plasma membrane-derived thylakoid membrane;electron transfer activity;oxidoreductase activity;membrane;thylakoid membrane;integral component of membrane","cytochrome b6-f complex subunit 4",4.88659891915176,4.65294533090546,4.42606343437139,2.75996539113267,0,3.29815973723413,4.87013333333333,24.412,2.01937504278893,4.65520256147621,2.63582751868727,3.34584234008035,"Upregulated"
"K02639",4.0870116374095,5.39215686274908e-05,41.393,62.812,46.851,13.472,12.2266,15.464,"Ferredoxin-1;Ferredoxin","2Fe-2S iron-sulfur cluster-binding protein;MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein",";Ferredoxin",";petF4","GO:0051536;GO:0022900;GO:0009055;GO:0046872;GO:0051537","iron-sulfur cluster binding;electron transport chain;electron transfer activity;metal ion binding;2 iron, 2 sulfur cluster binding","ferredoxin",5.40575415922747,5.99575584666081,5.5804771696502,3.85519240795915,3.72537034822428,4.04124298223188,13.7208666666667,50.352,3.87393524613844,5.66066239184616,1.78672714570772,4.26823748226735,"Upregulated"
"K02666",-1.53415310296574,0.00523202614379085,0,0,0,8.6608,10.48,8.8366,"Type II secretion system protein D","type IV pilus assembly protein PilQ","","","GO:0009306","protein secretion","type IV pilus assembly protein PilQ",0,0,0,3.27214266196418,3.52105073690096,3.29815973723413,9.3258,0,3.36378437869976,0,-3.36378437869976,2.28133009456228,"Downregulated"
"K02693",-2.14370065773215,0.00129084967320261,0,0,0,10.585,12.226,16.569,"Photosystem I reaction center subunit IV","MULTISPECIES: photosystem I reaction center subunit IV","Photosystem I reaction center subunit IV","psaE","GO:0015979;GO:0009538;GO:0031676;GO:0009522","photosynthesis;photosystem I reaction center;plasma membrane-derived thylakoid membrane;photosystem I","photosystem I subunit IV",0,0,0,3.5341861390901,3.72530490157444,4.13496017262534,13.1266666666667,0,3.79815040442996,0,-3.79815040442996,2.88912433085512,"Downregulated"
"K02699",-2.16166254534588,0.00125816993464052,0,0,2.9282,15.397,15.719,11.046,"Photosystem I reaction center subunit XI","MULTISPECIES: photosystem I reaction center protein subunit XI","","","GO:0015979;GO:0009538;GO:0009522","photosynthesis;photosystem I reaction center;photosystem I","photosystem I subunit XI",0,0,1.97386838476023,4.03535997796045,4.06341665413717,3.59048225892091,14.054,0.976066666666667,3.89641963033951,0.657956128253408,-3.2384635020861,2.90026069697308,"Downregulated"
"K02720",-2.10269137793666,0.00139542483660131,0,0,0,14.435,13.099,11.046,"Cytochrome c-550","photosystem II cytochrome c-550","","","GO:0015979;GO:0022904;GO:0005506;GO:0009055;GO:0020037;GO:0009523;GO:0042651","photosynthesis;respiratory electron transport chain;iron ion binding;electron transfer activity;heme binding;photosystem II;thylakoid membrane","photosystem II cytochrome c550",0,0,0,3.9481335778404,3.81752093508571,3.59048225892091,12.86,0,3.785378923949,0,-3.785378923949,2.85529355145656,"Downregulated"
"K02838",3.74138070847496,5.39215686274908e-05,55.19,56.772,55.636,20.208,17.466,22.092,"Ribosome-recycling factor","ribosome recycling factor","","","GO:0006412","translation","ribosome recycling factor",5.81224149518948,5.8522985348681,5.82364747146746,4.40653667020517,4.20679948664706,4.5293212253457,19.922,55.866,4.38088579406598,5.82939583384168,1.4485100397757,4.26823748226735,"Upregulated"
"K02881",-2.56811407554577,0.000472222222222222,0,0,0,15.397,14.846,17.673,"50S ribosomal protein L18","MULTISPECIES: 50S ribosomal protein L18","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L18",0,0,0,4.03535997796045,3.98604680222616,4.2228818241349,15.972,0,4.08142953477384,0,-4.08142953477384,3.32585357938901,"Downregulated"
"K02888",2.76058518529343,0.000434640522875895,50.262,61.604,47.827,25.982,20.959,30.928,"50S ribosomal protein L21","MULTISPECIES: 50S ribosomal protein L21","50S ribosomal protein L21","rplU","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0005840;GO:1990904;GO:0003723","translation;structural constituent of ribosome;rRNA binding;cytoplasm;ribosome;ribonucleoprotein complex;RNA binding","large subunit ribosomal protein L21",5.67981786172977,5.96818293408681,5.60960723436014,4.75392538472808,4.45674045123912,4.99675027884918,25.9563333333333,53.231,4.73580537160546,5.75253601005891,1.01673063845344,3.36186978551442,"Upregulated"
"K02890",-2.84759685847068,0.000415032679738562,0,0,0,20.208,19.213,14.359,"50S ribosomal protein L22","50S ribosomal protein L22","","","GO:0006412;GO:0003735;GO:0015934;GO:0005840","translation;structural constituent of ribosome;large ribosomal subunit;ribosome","large subunit ribosomal protein L22",0,0,0,4.40653667020517,4.33721155633391,3.94101238243044,17.9266666666667,0,4.22825353632317,0,-4.22825353632317,3.38191770552562,"Downregulated"
"K02902",2.34875956848609,0.000700980392156936,24.638,28.99,25.378,8.6608,7.8597,9.9412,"50S ribosomal protein L28","50S ribosomal protein L28","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L28",4.68021181774018,4.90640961709402,4.72126327738943,3.27214266196418,3.14725784823403,3.45169907242434,8.82056666666667,26.3353333333333,3.29036652754085,4.76929490407454,1.4789283765337,3.15429412996079,"Upregulated"
"K02935",4.37549046491919,5.39215686274908e-05,69.973,91.802,72.229,29.832,25.326,36.451,"50S ribosomal protein L7/L12","MULTISPECIES: 50S ribosomal protein L7/L12","","","GO:0006412;GO:0003735;GO:0005840","translation;structural constituent of ribosome;ribosome","large subunit ribosomal protein L7/L12",6.14919838465265,6.5360839924707,6.19434318971855,4.94635657163363,4.71841642832791,5.22693233628914,30.5363333333333,78.0013333333333,4.96390177875023,6.29320852228064,1.32930674353041,4.26823748226735,"Upregulated"
"K02965",1.96544285232321,0.00144444444444436,24.638,30.198,22.45,12.51,8.733,11.046,"30S ribosomal protein S19","MULTISPECIES: 30S ribosomal protein S19","30S ribosomal protein S19","rpsS","GO:0006412;GO:0003735;GO:0019843;GO:0005737;GO:0015935;GO:0003723;GO:0005840","translation;structural constituent of ribosome;rRNA binding;cytoplasm;small ribosomal subunit;RNA binding;ribosome","small subunit ribosomal protein S19",4.68021181774018,4.9633816405593,4.55151601762801,3.75595576955096,3.28288455506105,3.59048225892091,10.763,25.762,3.5431075278443,4.7317031586425,1.18859563079819,2.84029915713251,"Upregulated"
"K02994",-2.97459126106429,0.000400326797385621,0,0,0,18.284,18.339,19.882,"30S ribosomal protein S8","MULTISPECIES: 30S ribosomal protein S8","30S ribosomal protein S8","rpsH","GO:0006412;GO:0003735;GO:0005840;GO:0019843","translation;structural constituent of ribosome;ribosome;rRNA binding","small subunit ribosomal protein S8",0,0,0,4.26933242973416,4.27344129133912,4.38418798935749,18.835,0,4.30898723681026,0,-4.30898723681026,3.39758533778103,"Downregulated"
